"","estimate","se","lcl","ucl","fixed","note"
"p s2 gunidsex4 c173 c44 a64 o107 t237",166786,0,166786,166786,"     "," Fixed              "
"p s2 gunidsex4 c174 c45 a63 o107 t237",166992,0,166992,166992,"     "," Fixed              "
"p s2 gunidsex4 c175 c46 a62 o107 t237",167197,0,167197,167197,"     "," Fixed              "
"p s2 gunidsex4 c176 c47 a61 o107 t237",167401,0,167401,167401,"     "," Fixed              "
"p s2 gunidsex4 c177 c48 a60 o107 t237",167604,0,167604,167604,"     "," Fixed              "
"p s2 gunidsex4 c178 c49 a59 o107 t237",167806,0,167806,167806,"     "," Fixed              "
"p s2 gunidsex4 c179 c50 a58 o107 t237",168007,0,168007,168007,"     "," Fixed              "
"p s2 gunidsex4 c180 c51 a57 o107 t237",168207,0,168207,168207,"     "," Fixed              "
"p s2 gunidsex4 c181 c52 a56 o107 t237",168406,0,168406,168406,"     "," Fixed              "
"p s2 gunidsex4 c182 c53 a55 o107 t237",168604,0,168604,168604,"     "," Fixed              "
"p s2 gunidsex4 c183 c54 a54 o107 t237",168801,0,168801,168801,"     "," Fixed              "
"p s2 gunidsex4 c184 c55 a53 o107 t237",168997,0,168997,168997,"     "," Fixed              "
"p s2 gunidsex4 c185 c56 a52 o107 t237",169192,0,169192,169192,"     "," Fixed              "
"p s2 gunidsex4 c186 c57 a51 o107 t237",169386,0,169386,169386,"     "," Fixed              "
"p s2 gunidsex4 c187 c58 a50 o107 t237",169579,0,169579,169579,"     "," Fixed              "
"p s2 gunidsex4 c188 c59 a49 o107 t237",169771,0,169771,169771,"     "," Fixed              "
"p s2 gunidsex4 c189 c60 a48 o107 t237",169962,0,169962,169962,"     "," Fixed              "
"p s2 gunidsex4 c190 c61 a47 o107 t237",170152,0,170152,170152,"     "," Fixed              "
"p s2 gunidsex4 c191 c62 a46 o107 t237",170341,0,170341,170341,"     "," Fixed              "
"p s2 gunidsex4 c192 c63 a45 o107 t237",170529,0,170529,170529,"     "," Fixed              "
"p s2 gunidsex4 c193 c64 a44 o107 t237",170716,0,170716,170716,"     "," Fixed              "
"p s2 gunidsex4 c194 c65 a43 o107 t237",170902,0,170902,170902,"     "," Fixed              "
"p s2 gunidsex4 c195 c66 a42 o107 t237",171087,0,171087,171087,"     "," Fixed              "
"p s2 gunidsex4 c196 c67 a41 o107 t237",171271,0,171271,171271,"     "," Fixed              "
"p s2 gunidsex4 c197 c68 a40 o107 t237",171454,0,171454,171454,"     "," Fixed              "
"p s2 gunidsex4 c198 c69 a39 o107 t237",171636,0,171636,171636,"     "," Fixed              "
"p s2 gunidsex4 c199 c70 a38 o107 t237",171817,0,171817,171817,"     "," Fixed              "
"p s2 gunidsex4 c200 c71 a37 o107 t237",171997,0,171997,171997,"     "," Fixed              "
"p s2 gunidsex4 c201 c72 a36 o107 t237",172176,0,172176,172176,"     "," Fixed              "
"p s2 gunidsex4 c202 c73 a35 o107 t237",172354,0,172354,172354,"     "," Fixed              "
"p s2 gunidsex4 c203 c74 a34 o107 t237",172531,0,172531,172531,"     "," Fixed              "
"p s2 gunidsex4 c204 c75 a33 o107 t237",172707,0,172707,172707,"     "," Fixed              "
"p s2 gunidsex4 c205 c76 a32 o107 t237",172882,0,172882,172882,"     "," Fixed              "
"p s2 gunidsex4 c206 c77 a31 o107 t237",173056,0,173056,173056,"     "," Fixed              "
"p s2 gunidsex4 c207 c78 a30 o107 t237",173229,0,173229,173229,"     "," Fixed              "
"p s2 gunidsex4 c208 c79 a29 o107 t237",173401,0,173401,173401,"     "," Fixed              "
"p s2 gunidsex4 c209 c80 a28 o107 t237",173572,0,173572,173572,"     "," Fixed              "
"p s2 gunidsex4 c210 c81 a27 o107 t237",173742,0,173742,173742,"     "," Fixed              "
"p s2 gunidsex4 c211 c82 a26 o107 t237",173911,0,173911,173911,"     "," Fixed              "
"p s2 gunidsex4 c212 c83 a25 o107 t237",174079,0,174079,174079,"     "," Fixed              "
"p s2 gunidsex4 c213 c84 a24 o107 t237",174246,0,174246,174246,"     "," Fixed              "
"p s2 gunidsex4 c214 c85 a23 o107 t237",174412,0,174412,174412,"     "," Fixed              "
"p s2 gunidsex4 c215 c86 a22 o107 t237",174577,0,174577,174577,"     "," Fixed              "
"p s2 gunidsex4 c216 c87 a21 o107 t237",174741,0,174741,174741,"     "," Fixed              "
"p s2 gunidsex4 c217 c88 a20 o107 t237",174904,0,174904,174904,"     "," Fixed              "
"p s2 gunidsex4 c218 c89 a19 o107 t237",175066,0,175066,175066,"     "," Fixed              "
"p s2 gunidsex4 c219 c90 a18 o107 t237",175227,0,175227,175227,"     "," Fixed              "
"p s2 gunidsex4 c220 c91 a17 o107 t237",175387,0,175387,175387,"     "," Fixed              "
"p s2 gunidsex4 c221 c92 a16 o107 t237",175546,0,175546,175546,"     "," Fixed              "
"p s2 gunidsex4 c222 c93 a15 o107 t237",175704,0,175704,175704,"     "," Fixed              "
"p s2 gunidsex4 c223 c94 a14 o107 t237",175861,0,175861,175861,"     "," Fixed              "
"p s2 gunidsex4 c224 c95 a13 o107 t237",176017,0,176017,176017,"     "," Fixed              "
"p s2 gunidsex4 c225 c96 a12 o107 t237",176172,0,176172,176172,"     "," Fixed              "
"p s2 gunidsex4 c226 c97 a11 o107 t237",176326,0,176326,176326,"     "," Fixed              "
"p s2 gunidsex4 c227 c98 a10 o107 t237",176479,0,176479,176479,"     "," Fixed              "
"p s2 gunidsex4 c228 c99 a9 o107 t237",176631,0,176631,176631,"     "," Fixed              "
"p s2 gunidsex4 c229 c100 a8 o107 t237",176782,0,176782,176782,"     "," Fixed              "
"p s2 gunidsex4 c230 c101 a7 o107 t237",176932,0,176932,176932,"     "," Fixed              "
"p s2 gunidsex4 c231 c102 a6 o107 t237",177081,0,177081,177081,"     "," Fixed              "
"p s2 gunidsex4 c232 c103 a5 o107 t237",177229,0,177229,177229,"     "," Fixed              "
"p s2 gunidsex4 c233 c104 a4 o107 t237",177376,0,177376,177376,"     "," Fixed              "
"p s2 gunidsex4 c234 c105 a3 o107 t237",177522,0,177522,177522,"     "," Fixed              "
"p s2 gunidsex4 c235 c106 a2 o107 t237",177667,0,177667,177667,"     "," Fixed              "
"p s2 gunidsex4 c236 c107 a1 o107 t237",177811,0,177811,177811,"     "," Fixed              "
"p s1 gfemale4 c130 c1 a111 o111 t241",111,0,111,111,"     "," Fixed              "
"p s1 gfemale4 c131 c2 a110 o111 t241",360,0,360,360,"     "," Fixed              "
"p s1 gfemale4 c132 c3 a109 o111 t241",608,0,608,608,"     "," Fixed              "
"p s1 gfemale4 c133 c4 a108 o111 t241",855,0,855,855,"     "," Fixed              "
"p s1 gfemale4 c134 c5 a107 o111 t241",1101,0,1101,1101,"     "," Fixed              "
"p s1 gfemale4 c135 c6 a106 o111 t241",1346,0,1346,1346,"     "," Fixed              "
"p s1 gfemale4 c136 c7 a105 o111 t241",1590,0,1590,1590,"     "," Fixed              "
"p s1 gfemale4 c137 c8 a104 o111 t241",1833,0,1833,1833,"     "," Fixed              "
"p s1 gfemale4 c138 c9 a103 o111 t241",2075,0,2075,2075,"     "," Fixed              "
"p s1 gfemale4 c139 c10 a102 o111 t241",2316,0,2316,2316,"     "," Fixed              "
"p s1 gfemale4 c140 c11 a101 o111 t241",2556,0,2556,2556,"     "," Fixed              "
"p s1 gfemale4 c141 c12 a100 o111 t241",2795,0,2795,2795,"     "," Fixed              "
"p s1 gfemale4 c142 c13 a99 o111 t241",3033,0,3033,3033,"     "," Fixed              "
"p s1 gfemale4 c143 c14 a98 o111 t241",3270,0,3270,3270,"     "," Fixed              "
"p s1 gfemale4 c144 c15 a97 o111 t241",3506,0,3506,3506,"     "," Fixed              "
"p s1 gfemale4 c145 c16 a96 o111 t241",3741,0,3741,3741,"     "," Fixed              "
"p s1 gfemale4 c146 c17 a95 o111 t241",3975,0,3975,3975,"     "," Fixed              "
"p s1 gfemale4 c147 c18 a94 o111 t241",4208,0,4208,4208,"     "," Fixed              "
"p s1 gfemale4 c148 c19 a93 o111 t241",4440,0,4440,4440,"     "," Fixed              "
"p s1 gfemale4 c149 c20 a92 o111 t241",4671,0,4671,4671,"     "," Fixed              "
"p s1 gfemale4 c150 c21 a91 o111 t241",4901,0,4901,4901,"     "," Fixed              "
"p s1 gfemale4 c151 c22 a90 o111 t241",5130,0,5130,5130,"     "," Fixed              "
"p s1 gfemale4 c152 c23 a89 o111 t241",5358,0,5358,5358,"     "," Fixed              "
"p s1 gfemale4 c153 c24 a88 o111 t241",5585,0,5585,5585,"     "," Fixed              "
"p s1 gfemale4 c154 c25 a87 o111 t241",5811,0,5811,5811,"     "," Fixed              "
"p s1 gfemale4 c155 c26 a86 o111 t241",6036,0,6036,6036,"     "," Fixed              "
"p s1 gfemale4 c156 c27 a85 o111 t241",6260,0,6260,6260,"     "," Fixed              "
"p s1 gfemale4 c157 c28 a84 o111 t241",6483,0,6483,6483,"     "," Fixed              "
"p s1 gfemale4 c158 c29 a83 o111 t241",6705,0,6705,6705,"     "," Fixed              "
"p s1 gfemale4 c159 c30 a82 o111 t241",6926,0,6926,6926,"     "," Fixed              "
"p s1 gfemale4 c160 c31 a81 o111 t241",7146,0,7146,7146,"     "," Fixed              "
"p s1 gfemale4 c161 c32 a80 o111 t241",7365,0,7365,7365,"     "," Fixed              "
"p s1 gfemale4 c162 c33 a79 o111 t241",7583,0,7583,7583,"     "," Fixed              "
"p s1 gfemale4 c163 c34 a78 o111 t241",7800,0,7800,7800,"     "," Fixed              "
"p s1 gfemale4 c164 c35 a77 o111 t241",8016,0,8016,8016,"     "," Fixed              "
"p s1 gfemale4 c165 c36 a76 o111 t241",8231,0,8231,8231,"     "," Fixed              "
"p s1 gfemale4 c166 c37 a75 o111 t241",8445,0,8445,8445,"     "," Fixed              "
"p s1 gfemale4 c167 c38 a74 o111 t241",8658,0,8658,8658,"     "," Fixed              "
"p s1 gfemale4 c168 c39 a73 o111 t241",8870,0,8870,8870,"     "," Fixed              "
"p s1 gfemale4 c169 c40 a72 o111 t241",9081,0,9081,9081,"     "," Fixed              "
"p s1 gfemale4 c170 c41 a71 o111 t241",9291,0,9291,9291,"     "," Fixed              "
"p s1 gfemale4 c171 c42 a70 o111 t241",9500,0,9500,9500,"     "," Fixed              "
"p s1 gfemale4 c172 c43 a69 o111 t241",9708,0,9708,9708,"     "," Fixed              "
"p s1 gfemale4 c173 c44 a68 o111 t241",9915,0,9915,9915,"     "," Fixed              "
"p s1 gfemale4 c174 c45 a67 o111 t241",10121,0,10121,10121,"     "," Fixed              "
"p s1 gfemale4 c175 c46 a66 o111 t241",10326,0,10326,10326,"     "," Fixed              "
"p s1 gfemale4 c176 c47 a65 o111 t241",10530,0,10530,10530,"     "," Fixed              "
"p s1 gfemale4 c177 c48 a64 o111 t241",10733,0,10733,10733,"     "," Fixed              "
"p s1 gfemale4 c178 c49 a63 o111 t241",10935,0,10935,10935,"     "," Fixed              "
"p s1 gfemale4 c179 c50 a62 o111 t241",11136,0,11136,11136,"     "," Fixed              "
"p s1 gfemale4 c180 c51 a61 o111 t241",11336,0,11336,11336,"     "," Fixed              "
"p s1 gfemale4 c181 c52 a60 o111 t241",11535,0,11535,11535,"     "," Fixed              "
"p s1 gfemale4 c182 c53 a59 o111 t241",11733,0,11733,11733,"     "," Fixed              "
"p s1 gfemale4 c183 c54 a58 o111 t241",11930,0,11930,11930,"     "," Fixed              "
"p s1 gfemale4 c184 c55 a57 o111 t241",12126,0,12126,12126,"     "," Fixed              "
"p s1 gfemale4 c185 c56 a56 o111 t241",12321,0,12321,12321,"     "," Fixed              "
"p s1 gfemale4 c186 c57 a55 o111 t241",12515,0,12515,12515,"     "," Fixed              "
"p s1 gfemale4 c187 c58 a54 o111 t241",12708,0,12708,12708,"     "," Fixed              "
"p s1 gfemale4 c188 c59 a53 o111 t241",12900,0,12900,12900,"     "," Fixed              "
"p s1 gfemale4 c189 c60 a52 o111 t241",13091,0,13091,13091,"     "," Fixed              "
"p s1 gfemale4 c190 c61 a51 o111 t241",13281,0,13281,13281,"     "," Fixed              "
"p s1 gfemale4 c191 c62 a50 o111 t241",13470,0,13470,13470,"     "," Fixed              "
"p s1 gfemale4 c192 c63 a49 o111 t241",13658,0,13658,13658,"     "," Fixed              "
"p s1 gfemale4 c193 c64 a48 o111 t241",13845,0,13845,13845,"     "," Fixed              "
"p s1 gfemale4 c194 c65 a47 o111 t241",14031,0,14031,14031,"     "," Fixed              "
"p s1 gfemale4 c195 c66 a46 o111 t241",14216,0,14216,14216,"     "," Fixed              "
"p s1 gfemale4 c196 c67 a45 o111 t241",14400,0,14400,14400,"     "," Fixed              "
"p s1 gfemale4 c197 c68 a44 o111 t241",14583,0,14583,14583,"     "," Fixed              "
"p s1 gfemale4 c198 c69 a43 o111 t241",14765,0,14765,14765,"     "," Fixed              "
"p s1 gfemale4 c199 c70 a42 o111 t241",14946,0,14946,14946,"     "," Fixed              "
"p s1 gfemale4 c200 c71 a41 o111 t241",15126,0,15126,15126,"     "," Fixed              "
"p s1 gfemale4 c201 c72 a40 o111 t241",15305,0,15305,15305,"     "," Fixed              "
"p s1 gfemale4 c202 c73 a39 o111 t241",15483,0,15483,15483,"     "," Fixed              "
"p s1 gfemale4 c203 c74 a38 o111 t241",15660,0,15660,15660,"     "," Fixed              "
"p s1 gfemale4 c204 c75 a37 o111 t241",15836,0,15836,15836,"     "," Fixed              "
"p s1 gfemale4 c205 c76 a36 o111 t241",16011,0,16011,16011,"     "," Fixed              "
"p s1 gfemale4 c206 c77 a35 o111 t241",16185,0,16185,16185,"     "," Fixed              "
"p s1 gfemale4 c207 c78 a34 o111 t241",16358,0,16358,16358,"     "," Fixed              "
"p s1 gfemale4 c208 c79 a33 o111 t241",16530,0,16530,16530,"     "," Fixed              "
"p s1 gfemale4 c209 c80 a32 o111 t241",16701,0,16701,16701,"     "," Fixed              "
"p s1 gfemale4 c210 c81 a31 o111 t241",16871,0,16871,16871,"     "," Fixed              "
"p s1 gfemale4 c211 c82 a30 o111 t241",17040,0,17040,17040,"     "," Fixed              "
"p s1 gfemale4 c212 c83 a29 o111 t241",17208,0,17208,17208,"     "," Fixed              "
"p s1 gfemale4 c213 c84 a28 o111 t241",17375,0,17375,17375,"     "," Fixed              "
"p s1 gfemale4 c214 c85 a27 o111 t241",17541,0,17541,17541,"     "," Fixed              "
"p s1 gfemale4 c215 c86 a26 o111 t241",17706,0,17706,17706,"     "," Fixed              "
"p s1 gfemale4 c216 c87 a25 o111 t241",17870,0,17870,17870,"     "," Fixed              "
"p s1 gfemale4 c217 c88 a24 o111 t241",18033,0,18033,18033,"     "," Fixed              "
"p s1 gfemale4 c218 c89 a23 o111 t241",18195,0,18195,18195,"     "," Fixed              "
"p s1 gfemale4 c219 c90 a22 o111 t241",18356,0,18356,18356,"     "," Fixed              "
"p s1 gfemale4 c220 c91 a21 o111 t241",18516,0,18516,18516,"     "," Fixed              "
"p s1 gfemale4 c221 c92 a20 o111 t241",18675,0,18675,18675,"     "," Fixed              "
"p s1 gfemale4 c222 c93 a19 o111 t241",18833,0,18833,18833,"     "," Fixed              "
"p s1 gfemale4 c223 c94 a18 o111 t241",18990,0,18990,18990,"     "," Fixed              "
"p s1 gfemale4 c224 c95 a17 o111 t241",19146,0,19146,19146,"     "," Fixed              "
"p s1 gfemale4 c225 c96 a16 o111 t241",19301,0,19301,19301,"     "," Fixed              "
"p s1 gfemale4 c226 c97 a15 o111 t241",19455,0,19455,19455,"     "," Fixed              "
"p s1 gfemale4 c227 c98 a14 o111 t241",19608,0,19608,19608,"     "," Fixed              "
"p s1 gfemale4 c228 c99 a13 o111 t241",19760,0,19760,19760,"     "," Fixed              "
"p s1 gfemale4 c229 c100 a12 o111 t241",19911,0,19911,19911,"     "," Fixed              "
"p s1 gfemale4 c230 c101 a11 o111 t241",20061,0,20061,20061,"     "," Fixed              "
"p s1 gfemale4 c231 c102 a10 o111 t241",20210,0,20210,20210,"     "," Fixed              "
"p s1 gfemale4 c232 c103 a9 o111 t241",20358,0,20358,20358,"     "," Fixed              "
"p s1 gfemale4 c233 c104 a8 o111 t241",20505,0,20505,20505,"     "," Fixed              "
"p s1 gfemale4 c234 c105 a7 o111 t241",20651,0,20651,20651,"     "," Fixed              "
"p s1 gfemale4 c235 c106 a6 o111 t241",20796,0,20796,20796,"     "," Fixed              "
"p s1 gfemale4 c236 c107 a5 o111 t241",20940,0,20940,20940,"     "," Fixed              "
"p s1 gfemale4 c237 c108 a4 o111 t241",21083,0,21083,21083,"     "," Fixed              "
"p s1 gfemale4 c238 c109 a3 o111 t241",21225,0,21225,21225,"     "," Fixed              "
"p s1 gfemale4 c239 c110 a2 o111 t241",21366,0,21366,21366,"     "," Fixed              "
"p s1 gfemale4 c240 c111 a1 o111 t241",21506,0,21506,21506,"     "," Fixed              "
"p s2 gfemale4 c130 c1 a111 o111 t241",31486,0,31486,31486,"     "," Fixed              "
"p s2 gfemale4 c131 c2 a110 o111 t241",31735,0,31735,31735,"     "," Fixed              "
"p s2 gfemale4 c132 c3 a109 o111 t241",31983,0,31983,31983,"     "," Fixed              "
"p s2 gfemale4 c133 c4 a108 o111 t241",32230,0,32230,32230,"     "," Fixed              "
"p s2 gfemale4 c134 c5 a107 o111 t241",32476,0,32476,32476,"     "," Fixed              "
"p s2 gfemale4 c135 c6 a106 o111 t241",32721,0,32721,32721,"     "," Fixed              "
"p s2 gfemale4 c136 c7 a105 o111 t241",32965,0,32965,32965,"     "," Fixed              "
"p s2 gfemale4 c137 c8 a104 o111 t241",33208,0,33208,33208,"     "," Fixed              "
"p s2 gfemale4 c138 c9 a103 o111 t241",33450,0,33450,33450,"     "," Fixed              "
"p s2 gfemale4 c139 c10 a102 o111 t241",33691,0,33691,33691,"     "," Fixed              "
"p s2 gfemale4 c140 c11 a101 o111 t241",33931,0,33931,33931,"     "," Fixed              "
"p s2 gfemale4 c141 c12 a100 o111 t241",34170,0,34170,34170,"     "," Fixed              "
"p s2 gfemale4 c142 c13 a99 o111 t241",34408,0,34408,34408,"     "," Fixed              "
"p s2 gfemale4 c143 c14 a98 o111 t241",34645,0,34645,34645,"     "," Fixed              "
"p s2 gfemale4 c144 c15 a97 o111 t241",34881,0,34881,34881,"     "," Fixed              "
"p s2 gfemale4 c145 c16 a96 o111 t241",35116,0,35116,35116,"     "," Fixed              "
"p s2 gfemale4 c146 c17 a95 o111 t241",35350,0,35350,35350,"     "," Fixed              "
"p s2 gfemale4 c147 c18 a94 o111 t241",35583,0,35583,35583,"     "," Fixed              "
"p s2 gfemale4 c148 c19 a93 o111 t241",35815,0,35815,35815,"     "," Fixed              "
"p s2 gfemale4 c149 c20 a92 o111 t241",36046,0,36046,36046,"     "," Fixed              "
"p s2 gfemale4 c150 c21 a91 o111 t241",36276,0,36276,36276,"     "," Fixed              "
"p s2 gfemale4 c151 c22 a90 o111 t241",36505,0,36505,36505,"     "," Fixed              "
"p s2 gfemale4 c152 c23 a89 o111 t241",36733,0,36733,36733,"     "," Fixed              "
"p s2 gfemale4 c153 c24 a88 o111 t241",36960,0,36960,36960,"     "," Fixed              "
"p s2 gfemale4 c154 c25 a87 o111 t241",37186,0,37186,37186,"     "," Fixed              "
"p s2 gfemale4 c155 c26 a86 o111 t241",37411,0,37411,37411,"     "," Fixed              "
"p s2 gfemale4 c156 c27 a85 o111 t241",37635,0,37635,37635,"     "," Fixed              "
"p s2 gfemale4 c157 c28 a84 o111 t241",37858,0,37858,37858,"     "," Fixed              "
"p s2 gfemale4 c158 c29 a83 o111 t241",38080,0,38080,38080,"     "," Fixed              "
"p s2 gfemale4 c159 c30 a82 o111 t241",38301,0,38301,38301,"     "," Fixed              "
"p s2 gfemale4 c160 c31 a81 o111 t241",38521,0,38521,38521,"     "," Fixed              "
"p s2 gfemale4 c161 c32 a80 o111 t241",38740,0,38740,38740,"     "," Fixed              "
"p s2 gfemale4 c162 c33 a79 o111 t241",38958,0,38958,38958,"     "," Fixed              "
"p s2 gfemale4 c163 c34 a78 o111 t241",39175,0,39175,39175,"     "," Fixed              "
"p s2 gfemale4 c164 c35 a77 o111 t241",39391,0,39391,39391,"     "," Fixed              "
"p s2 gfemale4 c165 c36 a76 o111 t241",39606,0,39606,39606,"     "," Fixed              "
"p s2 gfemale4 c166 c37 a75 o111 t241",39820,0,39820,39820,"     "," Fixed              "
"p s2 gfemale4 c167 c38 a74 o111 t241",40033,0,40033,40033,"     "," Fixed              "
"p s2 gfemale4 c168 c39 a73 o111 t241",40245,0,40245,40245,"     "," Fixed              "
"p s2 gfemale4 c169 c40 a72 o111 t241",40456,0,40456,40456,"     "," Fixed              "
"p s2 gfemale4 c170 c41 a71 o111 t241",40666,0,40666,40666,"     "," Fixed              "
"p s2 gfemale4 c171 c42 a70 o111 t241",40875,0,40875,40875,"     "," Fixed              "
"p s2 gfemale4 c172 c43 a69 o111 t241",41083,0,41083,41083,"     "," Fixed              "
"p s2 gfemale4 c173 c44 a68 o111 t241",41290,0,41290,41290,"     "," Fixed              "
"p s2 gfemale4 c174 c45 a67 o111 t241",41496,0,41496,41496,"     "," Fixed              "
"p s2 gfemale4 c175 c46 a66 o111 t241",41701,0,41701,41701,"     "," Fixed              "
"p s2 gfemale4 c176 c47 a65 o111 t241",41905,0,41905,41905,"     "," Fixed              "
"p s2 gfemale4 c177 c48 a64 o111 t241",42108,0,42108,42108,"     "," Fixed              "
"p s2 gfemale4 c178 c49 a63 o111 t241",42310,0,42310,42310,"     "," Fixed              "
"p s2 gfemale4 c179 c50 a62 o111 t241",42511,0,42511,42511,"     "," Fixed              "
"p s2 gfemale4 c180 c51 a61 o111 t241",42711,0,42711,42711,"     "," Fixed              "
"p s2 gfemale4 c181 c52 a60 o111 t241",42910,0,42910,42910,"     "," Fixed              "
"p s2 gfemale4 c182 c53 a59 o111 t241",43108,0,43108,43108,"     "," Fixed              "
"p s2 gfemale4 c183 c54 a58 o111 t241",43305,0,43305,43305,"     "," Fixed              "
"p s2 gfemale4 c184 c55 a57 o111 t241",43501,0,43501,43501,"     "," Fixed              "
"p s2 gfemale4 c185 c56 a56 o111 t241",43696,0,43696,43696,"     "," Fixed              "
"p s2 gfemale4 c186 c57 a55 o111 t241",43890,0,43890,43890,"     "," Fixed              "
"p s2 gfemale4 c187 c58 a54 o111 t241",44083,0,44083,44083,"     "," Fixed              "
"p s2 gfemale4 c188 c59 a53 o111 t241",44275,0,44275,44275,"     "," Fixed              "
"p s2 gfemale4 c189 c60 a52 o111 t241",44466,0,44466,44466,"     "," Fixed              "
"p s2 gfemale4 c190 c61 a51 o111 t241",44656,0,44656,44656,"     "," Fixed              "
"p s2 gfemale4 c191 c62 a50 o111 t241",44845,0,44845,44845,"     "," Fixed              "
"p s2 gfemale4 c192 c63 a49 o111 t241",45033,0,45033,45033,"     "," Fixed              "
"p s2 gfemale4 c193 c64 a48 o111 t241",45220,0,45220,45220,"     "," Fixed              "
"p s2 gfemale4 c194 c65 a47 o111 t241",45406,0,45406,45406,"     "," Fixed              "
"p s2 gfemale4 c195 c66 a46 o111 t241",45591,0,45591,45591,"     "," Fixed              "
"p s2 gfemale4 c196 c67 a45 o111 t241",45775,0,45775,45775,"     "," Fixed              "
"p s2 gfemale4 c197 c68 a44 o111 t241",45958,0,45958,45958,"     "," Fixed              "
"p s2 gfemale4 c198 c69 a43 o111 t241",46140,0,46140,46140,"     "," Fixed              "
"p s2 gfemale4 c199 c70 a42 o111 t241",46321,0,46321,46321,"     "," Fixed              "
"p s2 gfemale4 c200 c71 a41 o111 t241",46501,0,46501,46501,"     "," Fixed              "
"p s2 gfemale4 c201 c72 a40 o111 t241",46680,0,46680,46680,"     "," Fixed              "
"p s2 gfemale4 c202 c73 a39 o111 t241",46858,0,46858,46858,"     "," Fixed              "
"p s2 gfemale4 c203 c74 a38 o111 t241",47035,0,47035,47035,"     "," Fixed              "
"p s2 gfemale4 c204 c75 a37 o111 t241",47211,0,47211,47211,"     "," Fixed              "
"p s2 gfemale4 c205 c76 a36 o111 t241",47386,0,47386,47386,"     "," Fixed              "
"p s2 gfemale4 c206 c77 a35 o111 t241",47560,0,47560,47560,"     "," Fixed              "
"p s2 gfemale4 c207 c78 a34 o111 t241",47733,0,47733,47733,"     "," Fixed              "
"p s2 gfemale4 c208 c79 a33 o111 t241",47905,0,47905,47905,"     "," Fixed              "
"p s2 gfemale4 c209 c80 a32 o111 t241",48076,0,48076,48076,"     "," Fixed              "
"p s2 gfemale4 c210 c81 a31 o111 t241",48246,0,48246,48246,"     "," Fixed              "
"p s2 gfemale4 c211 c82 a30 o111 t241",48415,0,48415,48415,"     "," Fixed              "
"p s2 gfemale4 c212 c83 a29 o111 t241",48583,0,48583,48583,"     "," Fixed              "
"p s2 gfemale4 c213 c84 a28 o111 t241",48750,0,48750,48750,"     "," Fixed              "
"p s2 gfemale4 c214 c85 a27 o111 t241",48916,0,48916,48916,"     "," Fixed              "
"p s2 gfemale4 c215 c86 a26 o111 t241",49081,0,49081,49081,"     "," Fixed              "
"p s2 gfemale4 c216 c87 a25 o111 t241",49245,0,49245,49245,"     "," Fixed              "
"p s2 gfemale4 c217 c88 a24 o111 t241",49408,0,49408,49408,"     "," Fixed              "
"p s2 gfemale4 c218 c89 a23 o111 t241",49570,0,49570,49570,"     "," Fixed              "
"p s2 gfemale4 c219 c90 a22 o111 t241",49731,0,49731,49731,"     "," Fixed              "
"p s2 gfemale4 c220 c91 a21 o111 t241",49891,0,49891,49891,"     "," Fixed              "
"p s2 gfemale4 c221 c92 a20 o111 t241",50050,0,50050,50050,"     "," Fixed              "
"p s2 gfemale4 c222 c93 a19 o111 t241",50208,0,50208,50208,"     "," Fixed              "
"p s2 gfemale4 c223 c94 a18 o111 t241",50365,0,50365,50365,"     "," Fixed              "
"p s2 gfemale4 c224 c95 a17 o111 t241",50521,0,50521,50521,"     "," Fixed              "
"p s2 gfemale4 c225 c96 a16 o111 t241",50676,0,50676,50676,"     "," Fixed              "
"p s2 gfemale4 c226 c97 a15 o111 t241",50830,0,50830,50830,"     "," Fixed              "
"p s2 gfemale4 c227 c98 a14 o111 t241",50983,0,50983,50983,"     "," Fixed              "
"p s2 gfemale4 c228 c99 a13 o111 t241",51135,0,51135,51135,"     "," Fixed              "
"p s2 gfemale4 c229 c100 a12 o111 t241",51286,0,51286,51286,"     "," Fixed              "
"p s2 gfemale4 c230 c101 a11 o111 t241",51436,0,51436,51436,"     "," Fixed              "
"p s2 gfemale4 c231 c102 a10 o111 t241",51585,0,51585,51585,"     "," Fixed              "
"p s2 gfemale4 c232 c103 a9 o111 t241",51733,0,51733,51733,"     "," Fixed              "
"p s2 gfemale4 c233 c104 a8 o111 t241",51880,0,51880,51880,"     "," Fixed              "
"p s2 gfemale4 c234 c105 a7 o111 t241",52026,0,52026,52026,"     "," Fixed              "
"p s2 gfemale4 c235 c106 a6 o111 t241",52171,0,52171,52171,"     "," Fixed              "
"p s2 gfemale4 c236 c107 a5 o111 t241",52315,0,52315,52315,"     "," Fixed              "
"p s2 gfemale4 c237 c108 a4 o111 t241",52458,0,52458,52458,"     "," Fixed              "
"p s2 gfemale4 c238 c109 a3 o111 t241",52600,0,52600,52600,"     "," Fixed              "
"p s2 gfemale4 c239 c110 a2 o111 t241",52741,0,52741,52741,"     "," Fixed              "
"p s2 gfemale4 c240 c111 a1 o111 t241",52881,0,52881,52881,"     "," Fixed              "
"p s1 gmale4 c130 c1 a111 o111 t241",62861,0,62861,62861,"     "," Fixed              "
"p s1 gmale4 c131 c2 a110 o111 t241",63110,0,63110,63110,"     "," Fixed              "
"p s1 gmale4 c132 c3 a109 o111 t241",63358,0,63358,63358,"     "," Fixed              "
"p s1 gmale4 c133 c4 a108 o111 t241",63605,0,63605,63605,"     "," Fixed              "
